Name,Season,League,Build-up Play Speed,Build-up Play Speed Class,Build-up Play Dribbling,Build-up Play Dribbling Class,Build-up Play Passing,Build-up Passing Class,Build-up Play Positioning Class,Chance Creation Passing,Chance Creation Passing Class,Chance Creation Crossing,Chance Creation Crossing Class,Chance Creation Shooting,Chance Creation Shooting Class,Chance Creation Positioning Class,Defence Pressure,Defence Pressure Class,Defence Aggression,Defence Aggression Class,Defence Team Width,Defence Team Width Class,Defence Defender Line Class
LOSC Lille,2013/2014,France Ligue 1,34,Balanced,,Little,42,Mixed,Organised,63,Normal,52,Normal,49,Normal,Organised,47,Medium,42,Press,48,Normal,Cover
LOSC Lille,2014/2015,France Ligue 1,45,Balanced,65,Normal,42,Mixed,Organised,68,Risky,52,Normal,49,Normal,Organised,59,Medium,42,Press,48,Normal,Cover
LOSC Lille,2015/2016,France Ligue 1,45,Balanced,36,Normal,43,Mixed,Organised,68,Risky,52,Normal,64,Normal,Organised,59,Medium,42,Press,48,Normal,Cover
PSV,2009/2010,Netherlands Eredivisie,30,Slow,,Little,30,Short,Organised,33,Safe,52,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
PSV,2010/2011,Netherlands Eredivisie,63,Balanced,,Little,30,Short,Organised,67,Risky,65,Normal,68,Lots,Free Form,57,Medium,37,Press,64,Normal,Offside Trap
PSV,2011/2012,Netherlands Eredivisie,33,Slow,,Little,42,Mixed,Organised,40,Normal,55,Normal,48,Normal,Organised,43,Medium,30,Contain,48,Normal,Cover
PSV,2013/2014,Netherlands Eredivisie,54,Balanced,,Little,45,Mixed,Organised,55,Normal,58,Normal,55,Normal,Organised,43,Medium,50,Press,48,Normal,Cover
PSV,2014/2015,Netherlands Eredivisie,67,Fast,35,Normal,40,Mixed,Organised,53,Normal,53,Normal,55,Normal,Organised,50,Medium,62,Press,55,Normal,Cover
PSV,2015/2016,Netherlands Eredivisie,67,Fast,43,Normal,43,Mixed,Organised,53,Normal,44,Normal,28,Little,Organised,40,Medium,40,Press,48,Normal,Cover
Ross County FC,2013/2014,Scotland Premier League,35,Balanced,,Little,62,Mixed,Organised,50,Normal,36,Normal,50,Normal,Organised,40,Medium,56,Press,47,Normal,Cover
Ross County FC,2014/2015,Scotland Premier League,34,Balanced,50,Normal,34,Mixed,Organised,44,Normal,38,Normal,38,Normal,Organised,39,Medium,51,Press,44,Normal,Cover
Ross County FC,2015/2016,Scotland Premier League,45,Balanced,48,Normal,60,Mixed,Organised,46,Normal,49,Normal,58,Normal,Organised,36,Medium,53,Press,34,Normal,Cover
Liverpool,2009/2010,England Premier League,50,Balanced,,Little,35,Mixed,Organised,50,Normal,60,Normal,70,Lots,Organised,40,Medium,60,Press,40,Normal,Cover
Liverpool,2010/2011,England Premier League,60,Balanced,,Little,50,Mixed,Organised,40,Normal,45,Normal,60,Normal,Organised,55,Medium,55,Press,50,Normal,Cover
Liverpool,2011/2012,England Premier League,60,Balanced,,Little,60,Mixed,Organised,48,Normal,73,Lots,53,Normal,Organised,50,Medium,48,Press,62,Normal,Cover
Liverpool,2013/2014,England Premier League,39,Balanced,,Little,44,Mixed,Organised,42,Normal,34,Normal,54,Normal,Organised,59,Medium,52,Press,61,Normal,Cover
Liverpool,2014/2015,England Premier League,71,Fast,48,Normal,32,Short,Organised,34,Normal,41,Normal,61,Normal,Organised,51,Medium,48,Press,62,Normal,Cover
Liverpool,2015/2016,England Premier League,66,Balanced,60,Normal,45,Mixed,Organised,34,Normal,34,Normal,46,Normal,Organised,51,Medium,52,Press,61,Normal,Cover
West Ham United,2009/2010,England Premier League,58,Balanced,,Little,30,Short,Organised,31,Safe,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
West Ham United,2010/2011,England Premier League,35,Balanced,,Little,35,Mixed,Organised,30,Safe,45,Normal,45,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
West Ham United,2013/2014,England Premier League,72,Fast,,Little,73,Long,Organised,61,Normal,74,Lots,32,Little,Organised,30,Deep,37,Press,41,Normal,Cover
West Ham United,2014/2015,England Premier League,72,Fast,39,Normal,73,Long,Organised,68,Risky,71,Lots,32,Little,Organised,30,Deep,34,Press,41,Normal,Cover
West Ham United,2015/2016,England Premier League,77,Fast,37,Normal,57,Mixed,Organised,68,Risky,73,Lots,29,Little,Organised,30,Deep,37,Press,41,Normal,Cover
Blackburn Rovers,2009/2010,England Premier League,55,Balanced,,Little,70,Long,Organised,60,Normal,70,Lots,55,Normal,Organised,45,Medium,70,Double,45,Normal,Cover
Blackburn Rovers,2010/2011,England Premier League,55,Balanced,,Little,65,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,45,Medium,60,Press,55,Normal,Cover
Blackburn Rovers,2011/2012,England Premier League,57,Balanced,,Little,57,Mixed,Organised,55,Normal,45,Normal,40,Normal,Organised,42,Medium,50,Press,38,Normal,Cover
Birmingham City,2009/2010,England Premier League,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
Birmingham City,2010/2011,England Premier League,45,Balanced,,Little,60,Mixed,Organised,35,Normal,50,Normal,40,Normal,Organised,30,Deep,60,Press,45,Normal,Cover
West Bromwich Albion,2010/2011,England Premier League,60,Balanced,,Little,65,Mixed,Organised,40,Normal,50,Normal,45,Normal,Organised,35,Medium,55,Press,60,Normal,Cover
West Bromwich Albion,2011/2012,England Premier League,48,Balanced,,Little,48,Mixed,Organised,45,Normal,60,Normal,54,Normal,Organised,38,Medium,38,Press,52,Normal,Cover
West Bromwich Albion,2013/2014,England Premier League,55,Balanced,,Little,54,Mixed,Organised,57,Normal,53,Normal,57,Normal,Organised,33,Deep,31,Contain,49,Normal,Cover
West Bromwich Albion,2014/2015,England Premier League,55,Balanced,34,Normal,51,Mixed,Organised,53,Normal,53,Normal,57,Normal,Organised,41,Medium,40,Press,49,Normal,Cover
West Bromwich Albion,2015/2016,England Premier League,62,Balanced,32,Little,51,Mixed,Organised,53,Normal,50,Normal,60,Normal,Organised,41,Medium,40,Press,49,Normal,Cover
RCD Mallorca,2009/2010,Spain LIGA BBVA,40,Balanced,,Little,40,Mixed,Organised,50,Normal,40,Normal,50,Normal,Free Form,45,Medium,40,Press,45,Normal,Offside Trap
RCD Mallorca,2010/2011,Spain LIGA BBVA,53,Balanced,,Little,52,Mixed,Organised,55,Normal,52,Normal,53,Normal,Free Form,47,Medium,48,Press,55,Normal,Cover
RCD Mallorca,2011/2012,Spain LIGA BBVA,58,Balanced,,Little,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover
Hull City,2009/2010,England Premier League,65,Balanced,,Little,60,Mixed,Organised,70,Risky,70,Lots,55,Normal,Organised,70,High,70,Double,70,Wide,Cover
Hull City,2013/2014,England Premier League,63,Balanced,,Little,48,Mixed,Organised,38,Normal,60,Normal,54,Normal,Organised,34,Medium,37,Press,46,Normal,Cover
Hull City,2014/2015,England Premier League,56,Balanced,35,Normal,51,Mixed,Organised,54,Normal,60,Normal,48,Normal,Organised,38,Medium,37,Press,46,Normal,Cover
Everton,2009/2010,England Premier League,60,Balanced,,Little,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover
Everton,2010/2011,England Premier League,60,Balanced,,Little,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,55,Medium,65,Press,60,Normal,Cover
Everton,2011/2012,England Premier League,56,Balanced,,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover
Everton,2013/2014,England Premier League,58,Balanced,,Little,62,Mixed,Organised,48,Normal,59,Normal,32,Little,Organised,41,Medium,44,Press,59,Normal,Cover
Everton,2014/2015,England Premier League,61,Balanced,34,Normal,42,Mixed,Organised,39,Normal,59,Normal,48,Normal,Organised,52,Medium,58,Press,60,Normal,Cover
Everton,2015/2016,England Premier League,43,Balanced,45,Normal,40,Mixed,Organised,39,Normal,33,Little,63,Normal,Organised,52,Medium,58,Press,59,Normal,Cover
Legia Warszawa,2009/2010,Poland Ekstraklasa,30,Slow,,Little,35,Mixed,Organised,55,Normal,45,Normal,70,Lots,Organised,65,Medium,70,Double,60,Normal,Cover
Legia Warszawa,2010/2011,Poland Ekstraklasa,67,Fast,,Little,35,Mixed,Organised,55,Normal,36,Normal,53,Normal,Organised,59,Medium,48,Press,66,Normal,Cover
Legia Warszawa,2011/2012,Poland Ekstraklasa,69,Fast,,Little,55,Mixed,Organised,52,Normal,40,Normal,53,Normal,Organised,59,Medium,49,Press,67,Wide,Cover
Legia Warszawa,2013/2014,Poland Ekstraklasa,69,Fast,,Little,55,Mixed,Organised,52,Normal,40,Normal,53,Normal,Organised,59,Medium,49,Press,63,Normal,Cover
Legia Warszawa,2014/2015,Poland Ekstraklasa,54,Balanced,51,Normal,36,Mixed,Free Form,52,Normal,51,Normal,64,Normal,Organised,47,Medium,46,Press,66,Normal,Cover
Legia Warszawa,2015/2016,Poland Ekstraklasa,54,Balanced,47,Normal,36,Mixed,Organised,52,Normal,51,Normal,64,Normal,Free Form,50,Medium,60,Press,58,Normal,Cover
FC Groningen,2009/2010,Netherlands Eredivisie,41,Balanced,,Little,32,Short,Organised,40,Normal,47,Normal,69,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
FC Groningen,2010/2011,Netherlands Eredivisie,51,Balanced,,Little,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
FC Groningen,2011/2012,Netherlands Eredivisie,44,Balanced,,Little,41,Mixed,Organised,48,Normal,64,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
FC Groningen,2013/2014,Netherlands Eredivisie,44,Balanced,,Little,44,Mixed,Organised,56,Normal,58,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
FC Groningen,2014/2015,Netherlands Eredivisie,48,Balanced,42,Normal,38,Mixed,Organised,57,Normal,59,Normal,45,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
FC Groningen,2015/2016,Netherlands Eredivisie,55,Balanced,32,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
Bournemouth,2015/2016,England Premier League,47,Balanced,36,Normal,47,Mixed,Organised,49,Normal,45,Normal,47,Normal,Organised,48,Medium,50,Press,62,Normal,Cover
Le Mans FC,2009/2010,France Ligue 1,70,Fast,,Little,45,Mixed,Organised,65,Normal,60,Normal,65,Normal,Organised,70,High,60,Press,70,Wide,Cover
Roma,2009/2010,Italy Serie A,70,Fast,,Little,30,Short,Free Form,60,Normal,60,Normal,70,Lots,Free Form,55,Medium,30,Contain,70,Wide,Offside Trap
Roma,2010/2011,Italy Serie A,64,Balanced,,Little,30,Short,Organised,67,Risky,50,Normal,65,Normal,Free Form,46,Medium,47,Press,50,Normal,Offside Trap
Roma,2011/2012,Italy Serie A,60,Balanced,,Little,40,Mixed,Free Form,65,Normal,35,Normal,50,Normal,Free Form,35,Medium,45,Press,50,Normal,Offside Trap
Roma,2013/2014,Italy Serie A,53,Balanced,,Little,55,Mixed,Organised,77,Risky,75,Lots,56,Normal,Free Form,49,Medium,47,Press,53,Normal,Offside Trap
Roma,2014/2015,Italy Serie A,67,Fast,48,Normal,38,Mixed,Organised,73,Risky,64,Normal,56,Normal,Free Form,36,Medium,57,Press,34,Normal,Cover
Roma,2015/2016,Italy Serie A,68,Fast,27,Little,47,Mixed,Organised,71,Risky,54,Normal,66,Normal,Free Form,36,Medium,57,Press,48,Normal,Cover
FC Lorient,2009/2010,France Ligue 1,45,Balanced,,Little,70,Long,Organised,30,Safe,50,Normal,40,Normal,Organised,70,High,60,Press,70,Wide,Offside Trap
FC Lorient,2010/2011,France Ligue 1,35,Balanced,,Little,35,Mixed,Organised,80,Risky,50,Normal,50,Normal,Organised,55,Medium,35,Press,65,Normal,Cover
FC Lorient,2011/2012,France Ligue 1,60,Balanced,,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
FC Lorient,2013/2014,France Ligue 1,60,Balanced,,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
FC Lorient,2014/2015,France Ligue 1,60,Balanced,56,Normal,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
FC Lorient,2015/2016,France Ligue 1,57,Balanced,42,Normal,50,Mixed,Organised,48,Normal,53,Normal,46,Normal,Organised,51,Medium,56,Press,55,Normal,Cover
Racing Santander,2009/2010,Spain LIGA BBVA,45,Balanced,,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Free Form,45,Medium,55,Press,50,Normal,Cover
Racing Santander,2010/2011,Spain LIGA BBVA,53,Balanced,,Little,56,Mixed,Organised,73,Risky,72,Lots,39,Normal,Organised,47,Medium,37,Press,53,Normal,Cover
Racing Santander,2011/2012,Spain LIGA BBVA,43,Balanced,,Little,44,Mixed,Organised,61,Normal,71,Lots,50,Normal,Organised,50,Medium,50,Press,68,Wide,Cover
SV Werder Bremen,2009/2010,Germany 1. Bundesliga,70,Fast,,Little,40,Mixed,Organised,70,Risky,40,Normal,70,Lots,Organised,70,High,65,Press,70,Wide,Cover
SV Werder Bremen,2010/2011,Germany 1. Bundesliga,64,Balanced,,Little,40,Mixed,Organised,65,Normal,48,Normal,64,Normal,Organised,64,Medium,48,Press,68,Wide,Cover
SV Werder Bremen,2011/2012,Germany 1. Bundesliga,54,Balanced,,Little,40,Mixed,Organised,68,Risky,58,Normal,48,Normal,Organised,49,Medium,50,Press,65,Normal,Cover
SV Werder Bremen,2013/2014,Germany 1. Bundesliga,68,Fast,,Little,33,Short,Organised,71,Risky,67,Lots,78,Lots,Organised,60,Medium,50,Press,64,Normal,Cover
SV Werder Bremen,2014/2015,Germany 1. Bundesliga,40,Balanced,55,Normal,47,Mixed,Organised,37,Normal,40,Normal,51,Normal,Organised,40,Medium,50,Press,45,Normal,Cover
SV Werder Bremen,2015/2016,Germany 1. Bundesliga,56,Balanced,55,Normal,63,Mixed,Organised,68,Risky,66,Normal,58,Normal,Organised,63,Medium,47,Press,73,Wide,Cover
VfL Wolfsburg,2009/2010,Germany 1. Bundesliga,65,Balanced,,Little,45,Mixed,Organised,65,Normal,60,Normal,70,Lots,Organised,45,Medium,60,Press,50,Normal,Cover
VfL Wolfsburg,2010/2011,Germany 1. Bundesliga,65,Balanced,,Little,45,Mixed,Organised,65,Normal,36,Normal,51,Normal,Organised,58,Medium,47,Press,66,Normal,Cover
VfL Wolfsburg,2011/2012,Germany 1. Bundesliga,54,Balanced,,Little,59,Mixed,Organised,67,Risky,56,Normal,48,Normal,Organised,38,Medium,40,Press,45,Normal,Cover
VfL Wolfsburg,2013/2014,Germany 1. Bundesliga,58,Balanced,,Little,57,Mixed,Organised,68,Risky,72,Lots,70,Lots,Organised,64,Medium,42,Press,55,Normal,Cover
VfL Wolfsburg,2014/2015,Germany 1. Bundesliga,58,Balanced,67,Lots,45,Mixed,Organised,68,Risky,60,Normal,54,Normal,Organised,59,Medium,48,Press,47,Normal,Cover
VfL Wolfsburg,2015/2016,Germany 1. Bundesliga,68,Fast,45,Normal,57,Mixed,Organised,69,Risky,66,Normal,50,Normal,Organised,66,Medium,46,Press,55,Normal,Cover
1. FC Köln,2009/2010,Germany 1. Bundesliga,55,Balanced,,Little,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover
1. FC Köln,2010/2011,Germany 1. Bundesliga,58,Balanced,,Little,71,Long,Organised,42,Normal,39,Normal,50,Normal,Organised,40,Medium,40,Press,56,Normal,Cover
1. FC Köln,2011/2012,Germany 1. Bundesliga,53,Balanced,,Little,53,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover
1. FC Köln,2014/2015,Germany 1. Bundesliga,59,Balanced,53,Normal,57,Mixed,Organised,53,Normal,47,Normal,59,Normal,Organised,57,Medium,46,Press,54,Normal,Cover
1. FC Köln,2015/2016,Germany 1. Bundesliga,59,Balanced,47,Normal,65,Mixed,Organised,57,Normal,36,Normal,71,Lots,Organised,42,Medium,56,Press,51,Normal,Cover
En Avant de Guingamp,2013/2014,France Ligue 1,52,Balanced,,Little,48,Mixed,Organised,53,Normal,49,Normal,59,Normal,Organised,46,Medium,43,Press,49,Normal,Cover
En Avant de Guingamp,2014/2015,France Ligue 1,63,Balanced,58,Normal,48,Mixed,Organised,53,Normal,49,Normal,48,Normal,Organised,43,Medium,47,Press,49,Normal,Cover
En Avant de Guingamp,2015/2016,France Ligue 1,63,Balanced,37,Normal,58,Mixed,Organised,42,Normal,56,Normal,36,Normal,Organised,49,Medium,47,Press,49,Normal,Cover
Olympique Lyonnais,2009/2010,France Ligue 1,60,Balanced,,Little,40,Mixed,Organised,70,Risky,45,Normal,70,Lots,Organised,70,High,60,Press,70,Wide,Offside Trap
Olympique Lyonnais,2010/2011,France Ligue 1,65,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,80,Lots,Organised,45,Medium,45,Press,65,Normal,Cover
Olympique Lyonnais,2011/2012,France Ligue 1,49,Balanced,,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
Olympique Lyonnais,2013/2014,France Ligue 1,49,Balanced,,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
Olympique Lyonnais,2014/2015,France Ligue 1,49,Balanced,60,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
Olympique Lyonnais,2015/2016,France Ligue 1,49,Balanced,60,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
NAC Breda,2009/2010,Netherlands Eredivisie,30,Slow,,Little,35,Mixed,Organised,35,Normal,40,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
NAC Breda,2010/2011,Netherlands Eredivisie,33,Slow,,Little,44,Mixed,Free Form,35,Normal,40,Normal,60,Normal,Organised,42,Medium,47,Press,54,Normal,Cover
NAC Breda,2011/2012,Netherlands Eredivisie,40,Balanced,,Little,48,Mixed,Organised,48,Normal,47,Normal,42,Normal,Organised,43,Medium,48,Press,50,Normal,Cover
NAC Breda,2013/2014,Netherlands Eredivisie,58,Balanced,,Little,53,Mixed,Organised,48,Normal,47,Normal,46,Normal,Organised,43,Medium,48,Press,50,Normal,Cover
NAC Breda,2014/2015,Netherlands Eredivisie,46,Balanced,44,Normal,54,Mixed,Organised,32,Safe,42,Normal,42,Normal,Organised,43,Medium,39,Press,50,Normal,Cover
Gil Vicente FC,2011/2012,Portugal Liga ZON Sagres,46,Balanced,,Little,41,Mixed,Organised,54,Normal,52,Normal,46,Normal,Organised,39,Medium,57,Press,53,Normal,Cover
Gil Vicente FC,2013/2014,Portugal Liga ZON Sagres,46,Balanced,,Little,41,Mixed,Organised,54,Normal,52,Normal,46,Normal,Organised,39,Medium,57,Press,53,Normal,Cover
Gil Vicente FC,2014/2015,Portugal Liga ZON Sagres,65,Balanced,67,Lots,41,Mixed,Organised,54,Normal,47,Normal,46,Normal,Free Form,39,Medium,40,Press,53,Normal,Cover
Sporting CP,2009/2010,Portugal Liga ZON Sagres,30,Slow,,Little,30,Short,Organised,55,Normal,60,Normal,55,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap
Sporting CP,2010/2011,Portugal Liga ZON Sagres,50,Balanced,,Little,35,Mixed,Organised,65,Normal,65,Normal,35,Normal,Organised,55,Medium,45,Press,50,Normal,Cover
Sporting CP,2011/2012,Portugal Liga ZON Sagres,53,Balanced,,Little,56,Mixed,Organised,67,Risky,68,Lots,69,Lots,Organised,52,Medium,49,Press,54,Normal,Cover
Sporting CP,2013/2014,Portugal Liga ZON Sagres,53,Balanced,,Little,56,Mixed,Organised,67,Risky,68,Lots,60,Normal,Free Form,52,Medium,49,Press,54,Normal,Cover
Sporting CP,2014/2015,Portugal Liga ZON Sagres,55,Balanced,65,Normal,56,Mixed,Organised,42,Normal,50,Normal,55,Normal,Organised,60,Medium,60,Press,54,Normal,Cover
Sporting CP,2015/2016,Portugal Liga ZON Sagres,57,Balanced,65,Normal,56,Mixed,Organised,42,Normal,50,Normal,55,Normal,Organised,60,Medium,60,Press,54,Normal,Cover
"União de Leiria, SAD",2009/2010,Portugal Liga ZON Sagres,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
"União de Leiria, SAD",2010/2011,Portugal Liga ZON Sagres,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
"União de Leiria, SAD",2011/2012,Portugal Liga ZON Sagres,36,Balanced,,Little,36,Mixed,Organised,52,Normal,50,Normal,46,Normal,Organised,53,Medium,45,Press,56,Normal,Cover
SL Benfica,2009/2010,Portugal Liga ZON Sagres,30,Slow,,Little,30,Short,Free Form,50,Normal,55,Normal,65,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap
SL Benfica,2010/2011,Portugal Liga ZON Sagres,65,Balanced,,Little,35,Mixed,Free Form,65,Normal,55,Normal,51,Normal,Organised,55,Medium,56,Press,60,Normal,Cover
SL Benfica,2011/2012,Portugal Liga ZON Sagres,55,Balanced,,Little,48,Mixed,Organised,69,Risky,56,Normal,54,Normal,Organised,61,Medium,51,Press,57,Normal,Cover
SL Benfica,2013/2014,Portugal Liga ZON Sagres,65,Balanced,,Little,54,Mixed,Organised,69,Risky,56,Normal,54,Normal,Organised,60,Medium,58,Press,57,Normal,Cover
SL Benfica,2014/2015,Portugal Liga ZON Sagres,70,Fast,55,Normal,53,Mixed,Organised,65,Normal,66,Normal,54,Normal,Organised,60,Medium,57,Press,54,Normal,Cover
SL Benfica,2015/2016,Portugal Liga ZON Sagres,69,Fast,55,Normal,53,Mixed,Organised,65,Normal,66,Normal,54,Normal,Organised,60,Medium,57,Press,54,Normal,Cover
FC Porto,2009/2010,Portugal Liga ZON Sagres,30,Slow,,Little,30,Short,Free Form,60,Normal,60,Normal,60,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap
FC Porto,2010/2011,Portugal Liga ZON Sagres,50,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Free Form,55,Medium,43,Press,65,Normal,Cover
FC Porto,2011/2012,Portugal Liga ZON Sagres,52,Balanced,,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,61,Medium,49,Press,60,Normal,Cover
FC Porto,2013/2014,Portugal Liga ZON Sagres,52,Balanced,,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,58,Medium,60,Press,57,Normal,Cover
FC Porto,2014/2015,Portugal Liga ZON Sagres,52,Balanced,50,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover
FC Porto,2015/2016,Portugal Liga ZON Sagres,70,Fast,50,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover
Eintracht Braunschweig,2013/2014,Germany 1. Bundesliga,68,Fast,,Little,54,Mixed,Organised,62,Normal,66,Normal,67,Lots,Free Form,57,Medium,47,Press,53,Normal,Cover
Servette FC,2011/2012,Switzerland Super League,48,Balanced,,Little,51,Mixed,Organised,53,Normal,66,Normal,45,Normal,Organised,49,Medium,45,Press,49,Normal,Cover
RC Deportivo de La Coruña,2009/2010,Spain LIGA BBVA,30,Slow,,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,35,Medium,35,Press,45,Normal,Offside Trap
RC Deportivo de La Coruña,2010/2011,Spain LIGA BBVA,56,Balanced,,Little,42,Mixed,Organised,57,Normal,69,Lots,61,Normal,Organised,38,Medium,44,Press,69,Wide,Cover
RC Deportivo de La Coruña,2014/2015,Spain LIGA BBVA,56,Balanced,55,Normal,46,Mixed,Organised,38,Normal,52,Normal,68,Lots,Organised,45,Medium,50,Press,59,Normal,Cover
RC Deportivo de La Coruña,2015/2016,Spain LIGA BBVA,53,Balanced,55,Normal,47,Mixed,Organised,38,Normal,52,Normal,55,Normal,Organised,45,Medium,50,Press,59,Normal,Offside Trap
Borussia Mönchengladbach,2009/2010,Germany 1. Bundesliga,65,Balanced,,Little,45,Mixed,Organised,50,Normal,70,Lots,65,Normal,Organised,55,Medium,40,Press,65,Normal,Cover
Borussia Mönchengladbach,2010/2011,Germany 1. Bundesliga,63,Balanced,,Little,46,Mixed,Organised,60,Normal,51,Normal,61,Normal,Organised,49,Medium,58,Press,49,Normal,Cover
Borussia Mönchengladbach,2011/2012,Germany 1. Bundesliga,57,Balanced,,Little,64,Mixed,Organised,54,Normal,48,Normal,55,Normal,Organised,33,Deep,43,Press,38,Normal,Cover
Borussia Mönchengladbach,2013/2014,Germany 1. Bundesliga,76,Fast,,Little,40,Mixed,Organised,66,Normal,48,Normal,30,Little,Free Form,33,Deep,53,Press,41,Normal,Cover
Borussia Mönchengladbach,2014/2015,Germany 1. Bundesliga,31,Slow,53,Normal,32,Short,Organised,38,Normal,26,Little,49,Normal,Free Form,43,Medium,50,Press,41,Normal,Cover
Borussia Mönchengladbach,2015/2016,Germany 1. Bundesliga,31,Slow,53,Normal,32,Short,Organised,38,Normal,26,Little,49,Normal,Free Form,41,Medium,48,Press,39,Normal,Cover
Borussia Dortmund,2009/2010,Germany 1. Bundesliga,70,Fast,,Little,45,Mixed,Organised,70,Risky,34,Normal,66,Normal,Free Form,54,Medium,70,Double,53,Normal,Offside Trap
Borussia Dortmund,2010/2011,Germany 1. Bundesliga,73,Fast,,Little,43,Mixed,Organised,60,Normal,53,Normal,64,Normal,Organised,59,Medium,67,Double,46,Normal,Cover
Borussia Dortmund,2011/2012,Germany 1. Bundesliga,71,Fast,,Little,45,Mixed,Organised,67,Risky,44,Normal,70,Lots,Free Form,58,Medium,69,Double,46,Normal,Cover
Borussia Dortmund,2013/2014,Germany 1. Bundesliga,74,Fast,,Little,45,Mixed,Organised,70,Risky,48,Normal,76,Lots,Organised,60,Medium,70,Double,48,Normal,Cover
Borussia Dortmund,2014/2015,Germany 1. Bundesliga,76,Fast,33,Little,61,Mixed,Organised,53,Normal,44,Normal,73,Lots,Free Form,60,Medium,68,Double,43,Normal,Cover
Borussia Dortmund,2015/2016,Germany 1. Bundesliga,71,Fast,37,Normal,40,Mixed,Organised,70,Risky,44,Normal,49,Normal,Free Form,65,Medium,71,Double,40,Normal,Cover
Hamburger SV,2009/2010,Germany 1. Bundesliga,70,Fast,,Little,60,Mixed,Organised,70,Risky,60,Normal,70,Lots,Organised,70,High,45,Press,60,Normal,Cover
Hamburger SV,2010/2011,Germany 1. Bundesliga,52,Balanced,,Little,29,Short,Organised,61,Normal,58,Normal,54,Normal,Organised,60,Medium,55,Press,52,Normal,Cover
Hamburger SV,2011/2012,Germany 1. Bundesliga,46,Balanced,,Little,40,Mixed,Organised,60,Normal,55,Normal,39,Normal,Organised,55,Medium,47,Press,48,Normal,Cover
Hamburger SV,2013/2014,Germany 1. Bundesliga,34,Balanced,,Little,38,Mixed,Organised,34,Normal,59,Normal,48,Normal,Organised,45,Medium,35,Press,58,Normal,Cover
Hamburger SV,2014/2015,Germany 1. Bundesliga,45,Balanced,61,Normal,58,Mixed,Organised,60,Normal,73,Lots,62,Normal,Organised,45,Medium,32,Contain,63,Normal,Cover
